-61	-18	-22.5	8.91505e-05	0	0
-61	-18	-19.5	8.91163e-05	0	0
-61	-18	-16.5	8.90982e-05	0	0
-61	-18	-13.5	8.90719e-05	0	0
-61	-18	-10.5	8.90544e-05	0	0
-61	-18	-7.5	8.90314e-05	0	0
-61	-18	-4.5	8.90264e-05	0	0
-61	-18	-1.5	8.90065e-05	0	0
-61	-18	1.5	8.90046e-05	0	0
-61	-18	4.5	8.89895e-05	0	0
-61	-18	7.5	8.89901e-05	0	0
-61	-18	10.5	8.89845e-05	0	0
-61	-18	13.5	8.89867e-05	0	0
-61	-18	16.5	8.89836e-05	0	0
-61	-18	19.5	8.89876e-05	0	0
-61	-18	22.5	8.89863e-05	0	0
-61	-15	-22.5	8.9182e-05	0	0
-61	-15	-19.5	8.91586e-05	0	0
-61	-15	-16.5	8.91348e-05	0	0
-61	-15	-13.5	8.91123e-05	0	0
-61	-15	-10.5	8.90945e-05	0	0
-61	-15	-7.5	8.90751e-05	0	0
-61	-15	-4.5	8.90659e-05	0	0
-61	-15	-1.5	8.90505e-05	0	0
-61	-15	1.5	8.90459e-05	0	0
-61	-15	4.5	8.90346e-05	0	0
-61	-15	7.5	8.90337e-05	0	0
-61	-15	10.5	8.90299e-05	0	0
-61	-15	13.5	8.90308e-05	0	0
-61	-15	16.5	8.90326e-05	0	0
-61	-15	19.5	8.90335e-05	0	0
-61	-15	22.5	8.90386e-05	0	0
-61	-12	-22.5	8.92221e-05	0	0
-61	-12	-19.5	8.91967e-05	0	0
-61	-12	-16.5	8.91759e-05	0	0
-61	-12	-13.5	8.91526e-05	0	0
-61	-12	-10.5	8.91367e-05	0	0
-61	-12	-7.5	8.91151e-05	0	0
-61	-12	-4.5	8.91105e-05	0	0
-61	-12	-1.5	8.90946e-05	0	0
-61	-12	1.5	8.90915e-05	0	0
-61	-12	4.5	8.90822e-05	0	0
-61	-12	7.5	8.90798e-05	0	0
-61	-12	10.5	8.90769e-05	0	0
-61	-12	13.5	8.90812e-05	0	0
-61	-12	16.5	8.90804e-05	0	0
-61	-12	19.5	8.90869e-05	0	0
-61	-12	22.5	8.90932e-05	0	0
-61	-9	-22.5	8.92406e-05	0	0
-61	-9	-19.5	8.92188e-05	0	0
-61	-9	-16.5	8.9198e-05	0	0
-61	-9	-13.5	8.91784e-05	0	0
-61	-9	-10.5	8.91602e-05	0	0
-61	-9	-7.5	8.91409e-05	0	0
-61	-9	-4.5	8.91342e-05	0	0
-61	-9	-1.5	8.91247e-05	0	0
-61	-9	1.5	8.91178e-05	0	0
-61	-9	4.5	8.91114e-05	0	0
-61	-9	7.5	8.91094e-05	0	0
-61	-9	10.5	8.911e-05	0	0
-61	-9	13.5	8.91152e-05	0	0
-61	-9	16.5	8.91182e-05	0	0
-61	-9	19.5	8.91236e-05	0	0
-61	-9	22.5	8.91324e-05	0	0
-61	-6	-22.5	8.92269e-05	0	0
-61	-6	-19.5	8.92027e-05	0	0
-61	-6	-16.5	8.91812e-05	0	0
-61	-6	-13.5	8.91617e-05	0	0
-61	-6	-10.5	8.91445e-05	0	0
-61	-6	-7.5	8.91292e-05	0	0
-61	-6	-4.5	8.91204e-05	0	0
-61	-6	-1.5	8.9111e-05	0	0
-61	-6	1.5	8.9106e-05	0	0
-61	-6	4.5	8.91007e-05	0	0
-61	-6	7.5	8.91033e-05	0	0
-61	-6	10.5	8.91034e-05	0	0
-61	-6	13.5	8.91095e-05	0	0
-61	-6	16.5	8.91168e-05	0	0
-61	-6	19.5	8.91249e-05	0	0
-61	-6	22.5	8.91343e-05	0	0
-61	-3	-22.5	8.93094e-05	0	0
-61	-3	-19.5	8.92966e-05	0	0
-61	-3	-16.5	8.92751e-05	0	0
-61	-3	-13.5	8.9255e-05	0	0
-61	-3	-10.5	8.92375e-05	0	0
-61	-3	-7.5	8.92256e-05	0	0
-61	-3	-4.5	8.92162e-05	0	0
-61	-3	-1.5	8.9207e-05	0	0
-61	-3	1.5	8.92038e-05	0	0
-61	-3	4.5	8.92012e-05	0	0
-61	-3	7.5	8.9202e-05	0	0
-61	-3	10.5	8.92083e-05	0	0
-61	-3	13.5	8.92135e-05	0	0
-61	-3	16.5	8.92239e-05	0	0
-61	-3	19.5	8.92336e-05	0	0
-61	-3	22.5	8.92473e-05	0	0
-61	0	-22.5	8.91767e-05	0	0
-61	0	-19.5	8.9147e-05	0	0
-61	0	-16.5	8.91249e-05	0	0
-61	0	-13.5	8.91039e-05	0	0
-61	0	-10.5	8.90864e-05	0	0
-61	0	-7.5	8.90758e-05	0	0
-61	0	-4.5	8.90666e-05	0	0
-61	0	-1.5	8.90591e-05	0	0
-61	0	1.5	8.90583e-05	0	0
-61	0	4.5	8.90564e-05	0	0
-61	0	7.5	8.90613e-05	0	0
-61	0	10.5	8.90656e-05	0	0
-61	0	13.5	8.90783e-05	0	0
-61	0	16.5	8.90869e-05	0	0
-61	0	19.5	8.9102e-05	0	0
-61	0	22.5	8.91179e-05	0	0
-61	3	-22.5	8.91252e-05	0	0
-61	3	-19.5	8.91098e-05	0	0
-61	3	-16.5	8.90839e-05	0	0
-61	3	-13.5	8.9064e-05	0	0
-61	3	-10.5	8.90448e-05	0	0
-61	3	-7.5	8.90322e-05	0	0
-61	3	-4.5	8.9025e-05	0	0
-61	3	-1.5	8.90189e-05	0	0
-61	3	1.5	8.90175e-05	0	0
-61	3	4.5	8.9021e-05	0	0
-61	3	7.5	8.90247e-05	0	0
-61	3	10.5	8.90336e-05	0	0
-61	3	13.5	8.90458e-05	0	0
-61	3	16.5	8.90632e-05	0	0
-61	3	19.5	8.90788e-05	0	0
-61	3	22.5	8.91009e-05	0	0
-58	-24	-22.5	8.88462e-05	0	0
-58	-24	-19.5	8.88111e-05	0	0
-58	-24	-16.5	8.87866e-05	0	0
-58	-24	-13.5	8.87605e-05	0	0
-58	-24	-10.5	8.87449e-05	0	0
-58	-24	-7.5	8.87237e-05	0	0
-58	-24	-4.5	8.87056e-05	0	0
-58	-24	-1.5	8.86891e-05	0	0
-58	-24	1.5	8.86812e-05	0	0
-58	-24	4.5	8.86694e-05	0	0
-58	-24	7.5	8.8662e-05	0	0
-58	-24	10.5	8.86511e-05	0	0
-58	-24	13.5	8.86464e-05	0	0
-58	-24	16.5	8.86356e-05	0	0
-58	-24	19.5	8.86333e-05	0	0
-58	-24	22.5	8.86223e-05	0	0
-58	-21	-22.5	8.88933e-05	0	0
-58	-21	-19.5	8.88669e-05	0	0
-58	-21	-16.5	8.88372e-05	0	0
-58	-21	-13.5	8.88213e-05	0	0
-58	-21	-10.5	8.87992e-05	0	0
-58	-21	-7.5	8.87836e-05	0	0
-58	-21	-4.5	8.87621e-05	0	0
-58	-21	-1.5	8.87518e-05	0	0
-58	-21	1.5	8.87368e-05	0	0
-58	-21	4.5	8.87295e-05	0	0
-58	-21	7.5	8.87175e-05	0	0
-58	-21	10.5	8.87114e-05	0	0
-58	-21	13.5	8.87066e-05	0	0
-58	-21	16.5	8.86999e-05	0	0
-58	-21	19.5	8.86938e-05	0	0
-58	-21	22.5	8.86856e-05	0	0
-58	-18	-22.5	8.89481e-05	0	0
-58	-18	-19.5	8.89159e-05	0	0
-58	-18	-16.5	8.88997e-05	0	0
-58	-18	-13.5	8.88725e-05	0	0
-58	-18	-10.5	8.88575e-05	0	0
-58	-18	-7.5	8.88331e-05	0	0
-58	-18	-4.5	8.88259e-05	0	0
-58	-18	-1.5	8.88062e-05	0	0
-58	-18	1.5	8.87996e-05	0	0
