0 -45 -37.5 -0.000470545 -1.47301e-11 1.79124e-11               0              0              0
5 -45 -37.5 -0.000470771 -7.59069e-08 -1.1136e-07               0              0              0
10 -45 -37.5 -0.000470997 -1.51799e-07 -2.22738e-07               0              0              0
15 -45 -37.5 -0.000471223 -2.27691e-07 -3.34116e-07               0              0              0
20 -45 -37.5 -0.000471449 -3.03583e-07 -4.45494e-07               0              0              0
-20 -45 -32.5 -0.000471525 2.31951e-07 3.388e-07               0              0              0
-15 -45 -32.5 -0.000471323 1.73959e-07 2.54105e-07               0              0              0
-10 -45 -32.5 -0.00047112 1.15968e-07 1.6941e-07               0              0              0
-5 -45 -32.5 -0.000470918 5.79763e-08 8.47144e-08               0              0              0
0 -45 -32.5 -0.000470715 -1.52081e-11 1.93036e-11               0              0              0
5 -45 -32.5 -0.000470918 -5.80115e-08 -8.46779e-08               0              0              0
10 -45 -32.5 -0.00047112 -1.16008e-07 -1.69375e-07               0              0              0
15 -45 -32.5 -0.000471323 -1.74004e-07 -2.54072e-07               0              0              0
20 -45 -32.5 -0.000471525 -2.32e-07 -3.3877e-07               0              0              0
-20 -45 -27.5 -0.000471601 1.60366e-07 2.32076e-07               0              0              0
-15 -45 -27.5 -0.000471422 1.2027e-07 1.74062e-07               0              0              0
-10 -45 -27.5 -0.000471243 8.01749e-08 1.16048e-07               0              0              0
-5 -45 -27.5 -0.000471064 4.00796e-08 5.80344e-08               0              0              0
0 -45 -27.5 -0.000470885 -1.56861e-11 2.06947e-11               0              0              0
5 -45 -27.5 -0.000471064 -4.01161e-08 -5.79959e-08               0              0              0
10 -45 -27.5 -0.000471243 -8.02166e-08 -1.16012e-07               0              0              0
15 -45 -27.5 -0.000471422 -1.20317e-07 -1.74029e-07               0              0              0
20 -45 -27.5 -0.000471601 -1.60418e-07 -2.32046e-07               0              0              0
-20 -45 -22.5 -0.000471645 1.13503e-07 1.60842e-07               0              0              0
-15 -45 -22.5 -0.000471481 8.51226e-08 1.20637e-07               0              0              0
-10 -45 -22.5 -0.000471318 5.67427e-08 8.04313e-08               0              0              0
-5 -45 -22.5 -0.000471154 2.83627e-08 4.02258e-08               0              0              0
0 -45 -22.5 -0.000470991 -1.72785e-11 2.02505e-11               0              0              0
5 -45 -22.5 -0.000471154 -2.84025e-08 -4.01884e-08               0              0              0
10 -45 -22.5 -0.000471318 -5.67877e-08 -8.03971e-08               0              0              0
15 -45 -22.5 -0.000471481 -8.51729e-08 -1.20606e-07               0              0              0
20 -45 -22.5 -0.000471645 -1.13558e-07 -1.60814e-07               0              0              0
-20 -45 -17.5 -0.000471657 9.13621e-08 1.251e-07               0              0              0
-15 -45 -17.5 -0.0004715 6.85166e-08 9.38297e-08               0              0              0
-10 -45 -17.5 -0.000471344 4.56711e-08 6.25591e-08               0              0              0
-5 -45 -17.5 -0.000471187 2.28255e-08 3.12885e-08               0              0              0
0 -45 -17.5 -0.000471031 -1.99853e-11 1.79708e-11               0              0              0
5 -45 -17.5 -0.000471187 -2.28705e-08 -3.12556e-08               0              0              0
10 -45 -17.5 -0.000471344 -4.5721e-08 -6.25291e-08               0              0              0
15 -45 -17.5 -0.0004715 -6.85715e-08 -9.38026e-08               0              0              0
20 -45 -17.5 -0.000471657 -9.1422e-08 -1.25076e-07               0              0              0
-20 -45 -12.5 -0.000471668 6.92216e-08 8.93581e-08               0              0              0
-15 -45 -12.5 -0.000471519 5.19105e-08 6.70225e-08               0              0              0
-10 -45 -12.5 -0.00047137 3.45995e-08 4.46869e-08               0              0              0
-5 -45 -12.5 -0.00047122 1.72884e-08 2.23513e-08               0              0              0
0 -45 -12.5 -0.000471071 -2.2692e-11 1.56912e-11               0              0              0
5 -45 -12.5 -0.00047122 -1.73385e-08 -2.23227e-08               0              0              0
10 -45 -12.5 -0.00047137 -3.46544e-08 -4.46611e-08               0              0              0
15 -45 -12.5 -0.000471519 -5.19702e-08 -6.69995e-08               0              0              0
20 -45 -12.5 -0.000471668 -6.92861e-08 -8.93379e-08               0              0              0
-20 -45 -7.5 -0.00047168 4.70811e-08 5.3616e-08               0              0              0
-15 -45 -7.5 -0.000471538 3.53045e-08 4.02153e-08               0              0              0
-10 -45 -7.5 -0.000471396 2.35279e-08 2.68147e-08               0              0              0
-5 -45 -7.5 -0.000471253 1.17512e-08 1.34141e-08               0              0              0
0 -45 -7.5 -0.000471111 -2.53988e-11 1.34116e-11               0              0              0
5 -45 -7.5 -0.000471253 -1.18066e-08 -1.33898e-08               0              0              0
10 -45 -7.5 -0.000471396 -2.35877e-08 -2.67931e-08               0              0              0
15 -45 -7.5 -0.000471538 -3.53689e-08 -4.01963e-08               0              0              0
20 -45 -7.5 -0.00047168 -4.71501e-08 -5.35996e-08               0              0              0
-20 -45 -2.5 -0.000471692 2.49406e-08 1.78739e-08               0              0              0
-15 -45 -2.5 -0.000471557 1.86984e-08 1.34082e-08               0              0              0
-10 -45 -2.5 -0.000471421 1.24562e-08 8.9425e-09               0              0              0
-5 -45 -2.5 -0.000471286 6.21407e-09 4.47681e-09               0              0              0
0 -45 -2.5 -0.000471151 -2.81056e-11 1.1132e-11               0              0              0
5 -45 -2.5 -0.000471286 -6.2746e-09 -4.45698e-09               0              0              0
10 -45 -2.5 -0.000471421 -1.25211e-08 -8.9251e-09               0              0              0
15 -45 -2.5 -0.000471557 -1.87676e-08 -1.33932e-08               0              0              0
20 -45 -2.5 -0.000471692 -2.50141e-08 -1.78613e-08               0              0              0
-20 -45 2.5 -0.000471692 2.49404e-08 -1.78677e-08               0              0              0
-15 -45 2.5 -0.000471557 1.86983e-08 -1.33987e-08               0              0              0
-10 -45 2.5 -0.000471421 1.24561e-08 -8.92966e-09               0              0              0
-5 -45 2.5 -0.000471286 6.21399e-09 -4.46062e-09               0              0              0
0 -45 2.5 -0.000471151 -2.81674e-11 8.42471e-12               0              0              0
5 -45 2.5 -0.000471286 -6.27455e-09 4.47546e-09               0              0              0
10 -45 2.5 -0.000471421 -1.25209e-08 8.9425e-09               0              0              0
15 -45 2.5 -0.000471557 -1.87673e-08 1.34095e-08               0              0              0
20 -45 2.5 -0.000471692 -2.50137e-08 1.78766e-08               0              0              0
-20 -45 7.5 -0.00047168 4.70807e-08 -5.36088e-08               0              0              0
-15 -45 7.5 -0.000471538 3.53041e-08 -4.02053e-08               0              0              0
-10 -45 7.5 -0.000471396 2.35275e-08 -2.68018e-08               0              0              0
-5 -45 7.5 -0.000471253 1.1751e-08 -1.33982e-08               0              0              0
0 -45 7.5 -0.000471111 -2.55843e-11 5.28983e-12               0              0              0
5 -45 7.5 -0.000471253 -1.18064e-08 1.34075e-08               0              0              0
10 -45 7.5 -0.000471396 -2.35873e-08 2.68097e-08               0              0              0
15 -45 7.5 -0.000471538 -3.53681e-08 4.02119e-08               0              0              0
20 -45 7.5 -0.00047168 -4.7149e-08 5.36141e-08               0              0              0
-20 -45 12.5 -0.000471668 6.92209e-08 -8.93499e-08               0              0              0
-15 -45 12.5 -0.000471519 5.19099e-08 -6.70119e-08               0              0              0
-10 -45 12.5 -0.00047137 3.45989e-08 -4.46739e-08               0              0              0
-5 -45 12.5 -0.00047122 1.7288e-08 -2.23358e-08               0              0              0
0 -45 12.5 -0.000471071 -2.30011e-11 2.15494e-12               0              0              0
5 -45 12.5 -0.00047122 -1.73383e-08 2.23395e-08               0              0              0
10 -45 12.5 -0.00047137 -3.46536e-08 4.46769e-08               0              0              0
15 -45 12.5 -0.000471519 -5.1969e-08 6.70143e-08               0              0              0
20 -45 12.5 -0.000471668 -6.92843e-08 8.93516e-08               0              0              0
-20 -45 17.5 -0.000471657 9.13611e-08 -1.25091e-07               0              0              0
-15 -45 17.5 -0.0004715 6.85157e-08 -9.38184e-08               0              0              0
-10 -45 17.5 -0.000471344 4.56703e-08 -6.2546e-08               0              0              0
-5 -45 17.5 -0.000471187 2.28249e-08 -3.12735e-08               0              0              0
0 -45 17.5 -0.000471031 -2.0418e-11 -9.7995e-13               0              0              0
5 -45 17.5 -0.000471187 -2.28702e-08 3.12716e-08               0              0              0
10 -45 17.5 -0.000471344 -4.572e-08 6.25441e-08               0              0              0
15 -45 17.5 -0.0004715 -6.85698e-08 9.38166e-08               0              0              0
20 -45 17.5 -0.000471657 -9.14196e-08 1.25089e-07               0              0              0
-20 -45 22.5 -0.000471645 1.13501e-07 -1.60832e-07               0              0              0
-15 -45 22.5 -0.000471481 8.51215e-08 -1.20625e-07               0              0              0
-10 -45 22.5 -0.000471318 5.67417e-08 -8.0418e-08               0              0              0
-5 -45 22.5 -0.000471154 2.83619e-08 -4.02111e-08               0              0              0
0 -45 22.5 -0.000470991 -1.78348e-11 -4.11484e-12               0              0              0
5 -45 22.5 -0.000471154 -2.84021e-08 4.02036e-08               0              0              0
10 -45 22.5 -0.000471318 -5.67863e-08 8.04113e-08               0              0              0
15 -45 22.5 -0.000471482 -8.51706e-08 1.20619e-07               0              0              0
20 -45 22.5 -0.000471645 -1.13555e-07 1.60827e-07               0              0              0
-20 -45 27.5 -0.000471601 1.60364e-07 -2.32065e-07               0              0              0
-15 -45 27.5 -0.000471422 1.20269e-07 -1.74051e-07               0              0              0
-10 -45 27.5 -0.000471243 8.01741e-08 -1.16036e-07               0              0              0
-5 -45 27.5 -0.000471064 4.0079e-08 -5.80215e-08               0              0              0
0 -45 27.5 -0.000470885 -1.6096e-11 -6.82598e-12               0              0              0
5 -45 27.5 -0.000471064 -4.01155e-08 5.80089e-08               0              0              0
10 -45 27.5 -0.000471243 -8.02148e-08 1.16025e-07               0              0              0
15 -45 27.5 -0.000471422 -1.20314e-07 1.7404e-07               0              0              0
20 -45 27.5 -0.000471601 -1.60414e-07 2.32056e-07               0              0              0
-20 -45 32.5 -0.000471525 2.3195e-07 -3.38791e-07               0              0              0
-15 -45 32.5 -0.000471323 1.73959e-07 -2.54096e-07               0              0              0
-10 -45 32.5 -0.00047112 1.15967e-07 -1.694e-07               0              0              0
-5 -45 32.5 -0.000470918 5.79761e-08 -8.47046e-08               0              0              0
0 -45 32.5 -0.000470715 -1.52014e-11 -9.11338e-12               0              0              0
5 -45 32.5 -0.000470918 -5.80103e-08 8.46875e-08               0              0              0
10 -45 32.5 -0.00047112 -1.16005e-07 1.69384e-07               0              0              0
15 -45 32.5 -0.000471323 -1.74001e-07 2.54081e-07               0              0              0
20 -45 32.5 -0.000471525 -2.31996e-07 3.38777e-07               0              0              0
-20 -45 37.5 -0.000471449 3.03536e-07 -4.45517e-07               0              0              0
-15 -45 37.5 -0.000471223 2.27648e-07 -3.34141e-07               0              0              0
-10 -45 37.5 -0.000470997 1.51761e-07 -2.22764e-07               0              0              0
-5 -45 37.5 -0.000470771 7.58732e-08 -1.11388e-07               0              0              0
0 -45 37.5 -0.000470545 -1.43068e-11 -1.14008e-11               0              0              0
5 -45 37.5 -0.000470771 -7.59052e-08 1.11366e-07               0              0              0
10 -45 37.5 -0.000470997 -1.51796e-07 2.22744e-07               0              0              0
15 -45 37.5 -0.000471223 -2.27687e-07 3.34121e-07               0              0              0
20 -45 37.5 -0.000471449 -3.03578e-07 4.45498e-07               0              0              0
-20 -45 42.5 -0.000471373 3.75121e-07 -5.52243e-07               0              0              0
-15 -45 42.5 -0.000471123 2.81338e-07 -4.14185e-07               0              0              0
-10 -45 42.5 -0.000470874 1.87554e-07 -2.76128e-07               0              0              0
-5 -45 42.5 -0.000470624 9.37703e-08 -1.38071e-07               0              0              0
0 -45 42.5 -0.000470375 -1.34122e-11 -1.36882e-11               0              0              0
5 -45 42.5 -0.000470624 -9.38001e-08 1.38045e-07               0              0              0
10 -45 42.5 -0.000470874 -1.87587e-07 2.76103e-07               0              0              0
15 -45 42.5 -0.000471123 -2.81373e-07 4.14161e-07               0              0              0
20 -45 42.5 -0.000471373 -3.7516e-07 5.5222e-07               0              0              0
-20 -45 47.5 -0.000471297 4.46707e-07 -6.58968e-07               0              0              0
-15 -45 47.5 -0.000471024 3.35027e-07 -4.9423e-07               0              0              0
-10 -45 47.5 -0.000470751 2.23347e-07 -3.29492e-07               0              0              0
-5 -45 47.5 -0.000470478 1.11667e-07 -1.64754e-07               0              0              0
0 -45 47.5 -0.000470204 -1.25176e-11 -1.59756e-11               0              0              0
5 -45 47.5 -0.000470478 -1.11695e-07 1.64723e-07               0              0              0
10 -45 47.5 -0.000470751 -2.23377e-07 3.29462e-07               0              0              0
15 -45 47.5 -0.000471024 -3.3506e-07 4.94202e-07               0              0              0
20 -45 47.5 -0.000471297 -4.46742e-07 6.58941e-07               0              0              0
-20 -45 52.5 -0.0004711 5.55111e-07 -8.57954e-07               0              0              0
-15 -45 52.5 -0.00047079 4.1633e-07 -6.4347e-07               0              0              0
-10 -45 52.5 -0.00047048 2.77549e-07 -4.28986e-07               0              0              0
-5 -45 52.5 -0.000470171 1.38768e-07 -2.14502e-07               0              0              0
0 -45 52.5 -0.000469861 -1.25641e-11 -1.84499e-11               0              0              0
5 -45 52.5 -0.000470171 -1.38795e-07 2.14466e-07               0              0              0
10 -45 52.5 -0.00047048 -2.77578e-07 4.28951e-07               0              0              0
15 -45 52.5 -0.00047079 -4.16361e-07 6.43436e-07               0              0              0
20 -45 52.5 -0.0004711 -5.55144e-07 8.57921e-07               0              0              0
-30 -40 -52.5 -0.000472054 3.99517e-07 8.33084e-07               0              0              0
-25 -40 -52.5 -0.000471446 5.50768e-07 9.57209e-07               0              0              0
-20 -40 -52.5 -0.000471165 4.40612e-07 7.6577e-07               0              0              0
-15 -40 -52.5 -0.000470884 3.30456e-07 5.74331e-07               0              0              0
-10 -40 -52.5 -0.000470602 2.203e-07 3.82892e-07               0              0              0
-5 -40 -52.5 -0.000470321 1.10144e-07 1.91453e-07               0              0              0
0 -40 -52.5 -0.00047004 -1.18493e-11 1.44341e-11               0              0              0
5 -40 -52.5 -0.000470321 -1.1017e-07 -1.91424e-07               0              0              0
10 -40 -52.5 -0.000470602 -2.20329e-07 -3.82862e-07               0              0              0
15 -40 -52.5 -0.000470884 -3.30488e-07 -5.74301e-07               0              0              0
20 -40 -52.5 -0.000471165 -4.40646e-07 -7.65739e-07               0              0              0
25 -40 -52.5 -0.000471446 -5.50805e-07 -9.57177e-07               0              0              0
30 -40 -52.5 -0.000472054 -3.99557e-07 -8.3305e-07               0              0              0
-30 -40 -47.5 -0.000472099 2.67133e-07 5.95035e-07               0              0              0
-25 -40 -47.5 -0.000471586 4.32233e-07 7.22866e-07               0              0              0
-20 -40 -47.5 -0.00047134 3.45784e-07 5.78296e-07               0              0              0
-15 -40 -47.5 -0.000471094 2.59335e-07 4.33725e-07               0              0              0
-10 -40 -47.5 -0.000470849 1.72886e-07 2.89155e-07               0              0              0
-5 -40 -47.5 -0.000470603 8.64375e-08 1.44585e-07               0              0              0
0 -40 -47.5 -0.000470357 -1.14614e-11 1.43158e-11               0              0              0
5 -40 -47.5 -0.000470603 -8.64635e-08 -1.44556e-07               0              0              0
10 -40 -47.5 -0.000470849 -1.72915e-07 -2.89126e-07               0              0              0
15 -40 -47.5 -0.000471094 -2.59367e-07 -4.33696e-07               0              0              0
20 -40 -47.5 -0.00047134 -3.45819e-07 -5.78266e-07               0              0              0
25 -40 -47.5 -0.000471586 -4.32271e-07 -7.22836e-07               0              0              0
30 -40 -47.5 -0.000472099 -2.67174e-07 -5.95003e-07               0              0              0
-30 -40 -42.5 -0.000472078 1.80067e-07 4.82202e-07               0              0              0
-25 -40 -42.5 -0.000471624 3.53988e-07 6.01252e-07               0              0              0
-20 -40 -42.5 -0.000471402 2.83188e-07 4.81005e-07               0              0              0
-15 -40 -42.5 -0.000471179 2.12388e-07 3.60758e-07               0              0              0
-10 -40 -42.5 -0.000470956 1.41588e-07 2.4051e-07               0              0              0
-5 -40 -42.5 -0.000470733 7.07882e-08 1.20263e-07               0              0              0
0 -40 -42.5 -0.000470511 -1.16814e-11 1.61058e-11               0              0              0
5 -40 -42.5 -0.000470733 -7.08152e-08 -1.20231e-07               0              0              0
10 -40 -42.5 -0.000470956 -1.41619e-07 -2.40479e-07               0              0              0
15 -40 -42.5 -0.000471179 -2.12422e-07 -3.60727e-07               0              0              0
20 -40 -42.5 -0.000471402 -2.83226e-07 -4.80974e-07               0              0              0
25 -40 -42.5 -0.000471624 -3.54029e-07 -6.01222e-07               0              0              0
30 -40 -42.5 -0.000472078 -1.80112e-07 -4.82172e-07               0              0              0
-30 -40 -37.5 -0.000472057 9.3002e-08 3.69369e-07               0              0              0
-25 -40 -37.5 -0.000471663 2.75742e-07 4.79638e-07               0              0              0
-20 -40 -37.5 -0.000471463 2.20592e-07 3.83714e-07               0              0              0
-15 -40 -37.5 -0.000471263 1.65441e-07 2.8779e-07               0              0              0
-10 -40 -37.5 -0.000471063 1.1029e-07 1.91866e-07               0              0              0
-5 -40 -37.5 -0.000470864 5.5139e-08 9.59419e-08               0              0              0
0 -40 -37.5 -0.000470664 -1.19015e-11 1.78958e-11               0              0              0
5 -40 -37.5 -0.000470864 -5.5167e-08 -9.59072e-08               0              0              0
10 -40 -37.5 -0.000471063 -1.10322e-07 -1.91832e-07               0              0              0
15 -40 -37.5 -0.000471263 -1.65477e-07 -2.87758e-07               0              0              0
20 -40 -37.5 -0.000471463 -2.20632e-07 -3.83683e-07               0              0              0
25 -40 -37.5 -0.000471663 -2.75787e-07 -4.79608e-07               0              0              0
30 -40 -37.5 -0.000472057 -9.30499e-08 -3.69341e-07               0              0              0
-30 -40 -32.5 -0.000472036 5.93666e-09 2.56536e-07               0              0              0
-25 -40 -32.5 -0.000471702 1.97497e-07 3.58024e-07               0              0              0
-20 -40 -32.5 -0.000471525 1.57995e-07 2.86423e-07               0              0              0
-15 -40 -32.5 -0.000471348 1.18493e-07 2.14822e-07               0              0              0
-10 -40 -32.5 -0.000471171 7.89916e-08 1.43221e-07               0              0              0
-5 -40 -32.5 -0.000470994 3.94897e-08 7.16205e-08               0              0              0
0 -40 -32.5 -0.000470817 -1.21215e-11 1.96858e-11               0              0              0
5 -40 -32.5 -0.000470994 -3.95188e-08 -7.1583e-08               0              0              0
10 -40 -32.5 -0.000471171 -7.90255e-08 -1.43186e-07               0              0              0
15 -40 -32.5 -0.000471348 -1.18532e-07 -2.14788e-07               0              0              0
20 -40 -32.5 -0.000471525 -1.58039e-07 -2.86391e-07               0              0              0
25 -40 -32.5 -0.000471702 -1.97545e-07 -3.57994e-07               0              0              0
30 -40 -32.5 -0.000472036 -5.98787e-09 -2.56509e-07               0              0              0
-30 -40 -27.5 -0.000472016 -8.11287e-08 1.43704e-07               0              0              0
-25 -40 -27.5 -0.000471741 1.19252e-07 2.3641e-07               0              0              0
-20 -40 -27.5 -0.000471587 9.53989e-08 1.89132e-07               0              0              0
-15 -40 -27.5 -0.000471432 7.15461e-08 1.41854e-07               0              0              0
-10 -40 -27.5 -0.000471278 4.76933e-08 9.45768e-08               0              0              0
-5 -40 -27.5 -0.000471124 2.38405e-08 4.72991e-08               0              0              0
0 -40 -27.5 -0.00047097 -1.23415e-11 2.14759e-11               0              0              0
5 -40 -27.5 -0.000471124 -2.38706e-08 -4.72588e-08               0              0              0
10 -40 -27.5 -0.000471278 -4.77288e-08 -9.45391e-08               0              0              0
15 -40 -27.5 -0.000471432 -7.1587e-08 -1.41819e-07               0              0              0
20 -40 -27.5 -0.000471587 -9.54453e-08 -1.891e-07               0              0              0
25 -40 -27.5 -0.000471741 -1.19304e-07 -2.3638e-07               0              0              0
30 -40 -27.5 -0.000472016 8.10742e-08 -1.43678e-07               0              0              0
-30 -40 -22.5 -0.000471996 -1.38094e-07 7.85586e-08               0              0              0
-25 -40 -22.5 -0.00047176 6.8032e-08 1.58043e-07               0              0              0
-20 -40 -22.5 -0.000471621 5.44229e-08 1.26438e-07               0              0              0
-15 -40 -22.5 -0.000471482 4.08138e-08 9.4834e-08               0              0              0
-10 -40 -22.5 -0.000471342 2.72047e-08 6.32297e-08               0              0              0
-5 -40 -22.5 -0.000471203 1.35957e-08 3.16254e-08               0              0              0
0 -40 -22.5 -0.000471064 -1.34266e-11 2.10953e-11               0              0              0
5 -40 -22.5 -0.000471203 -1.36283e-08 -3.15861e-08               0              0              0
10 -40 -22.5 -0.000471342 -2.72432e-08 -6.31934e-08               0              0              0
15 -40 -22.5 -0.000471482 -4.0858e-08 -9.48006e-08               0              0              0
20 -40 -22.5 -0.000471621 -5.44729e-08 -1.26408e-07               0              0              0
25 -40 -22.5 -0.00047176 -6.80878e-08 -1.58015e-07               0              0              0
30 -40 -22.5 -0.000471996 1.38036e-07 -7.85352e-08               0              0              0
-30 -40 -17.5 -0.000471979 -1.6496e-07 6.11008e-08               0              0              0
-25 -40 -17.5 -0.000471761 4.38378e-08 1.22922e-07               0              0              0
-20 -40 -17.5 -0.000471628 3.50672e-08 9.83414e-08               0              0              0
-15 -40 -17.5 -0.000471496 2.62965e-08 7.37607e-08               0              0              0
-10 -40 -17.5 -0.000471363 1.75259e-08 4.918e-08               0              0              0
-5 -40 -17.5 -0.000471231 8.75526e-09 2.45993e-08               0              0              0
0 -40 -17.5 -0.000471098 -1.53767e-11 1.85441e-11               0              0              0
5 -40 -17.5 -0.000471231 -8.79197e-09 -2.4565e-08               0              0              0
10 -40 -17.5 -0.000471363 -1.75686e-08 -4.91485e-08               0              0              0
15 -40 -17.5 -0.000471496 -2.63451e-08 -7.3732e-08               0              0              0
20 -40 -17.5 -0.000471628 -3.51217e-08 -9.83155e-08               0              0              0
25 -40 -17.5 -0.000471761 -4.38983e-08 -1.22899e-07               0              0              0
30 -40 -17.5 -0.000471979 1.64897e-07 -6.10816e-08               0              0              0
-30 -40 -12.5 -0.000471961 -1.91825e-07 4.3643e-08               0              0              0
-25 -40 -12.5 -0.000471761 1.96437e-08 8.78017e-08               0              0              0
-20 -40 -12.5 -0.000471635 1.57115e-08 7.02446e-08               0              0              0
-15 -40 -12.5 -0.00047151 1.17793e-08 5.26874e-08               0              0              0
-10 -40 -12.5 -0.000471384 7.84707e-09 3.51303e-08               0              0              0
-5 -40 -12.5 -0.000471259 3.91487e-09 1.75731e-08               0              0              0
0 -40 -12.5 -0.000471133 -1.73269e-11 1.59928e-11               0              0              0
5 -40 -12.5 -0.000471259 -3.95563e-09 -1.75438e-08               0              0              0
10 -40 -12.5 -0.000471384 -7.89394e-09 -3.51036e-08               0              0              0
15 -40 -12.5 -0.00047151 -1.18323e-08 -5.26633e-08               0              0              0
20 -40 -12.5 -0.000471635 -1.57706e-08 -7.02231e-08               0              0              0
25 -40 -12.5 -0.000471761 -1.97089e-08 -8.77829e-08               0              0              0
30 -40 -12.5 -0.000471961 1.91759e-07 -4.3628e-08               0              0              0
-30 -40 -7.5 -0.000471944 -2.18691e-07 2.61853e-08               0              0              0
-25 -40 -7.5 -0.000471761 -4.5505e-09 5.26813e-08               0              0              0
-20 -40 -7.5 -0.000471643 -3.64425e-09 4.21477e-08               0              0              0
-15 -40 -7.5 -0.000471524 -2.73801e-09 3.16141e-08               0              0              0
-10 -40 -7.5 -0.000471405 -1.83177e-09 2.10806e-08               0              0              0
-5 -40 -7.5 -0.000471287 -9.25521e-10 1.0547e-08               0              0              0
0 -40 -7.5 -0.000471168 -1.9277e-11 1.34416e-11               0              0              0
5 -40 -7.5 -0.000471287 8.80694e-10 -1.05226e-08               0              0              0
10 -40 -7.5 -0.000471405 1.78067e-09 -2.10586e-08               0              0              0
15 -40 -7.5 -0.000471524 2.68064e-09 -3.15947e-08               0              0              0
20 -40 -7.5 -0.000471643 3.58061e-09 -4.21307e-08               0              0              0
